bank_id,scenario_id,size_tier,sector_concentration,total_assets_usd,total_loans_usd,baseline_car_pct,baseline_liquidity_ratio_pct,baseline_roa_pct,gdp_shock_pp,unemp_shock_pp,rate_shock_pp,credit_spread_bps,inflation_shock_pp,fx_devaluation_pct,scenario_severity,weighted_pd_multiplier,projected_npl_ratio_pct,stressed_el_rate_pct,incremental_credit_loss_usd,car_after_pct,roa_after_pct,liquidity_after_pct,bank_condition
BANK_018,SCN_0001,small,diversified,4676114439.0,2928191065.0,11.684635124502408,134.13699281798102,1.5650663881541935,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.853,3.646,2.035,43771437.0,10.18,0.63,128.3,Stressed
BANK_019,SCN_0001,large,concentrated,109354661490.0,74434075495.0,14.154217808110332,71.80156068400251,0.8374609358938669,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.796,3.157,1.712,959642925.0,12.38,-0.04,64.22,Critical
BANK_020,SCN_0001,medium,concentrated,17177996084.0,9781111325.0,14.306578855085167,86.28805365230383,1.5152137759713005,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.908,3.432,1.854,128265036.0,12.41,0.76,74.76,Critical
BANK_021,SCN_0001,medium,concentrated,27145803411.0,18221726228.0,13.158137086159938,97.73223916156304,1.531824456990591,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.796,3.423,1.891,266334904.0,11.51,0.49,79.76,Critical
BANK_022,SCN_0001,small,concentrated,2963573920.0,2036755809.0,13.353142014566782,85.88695567968966,0.6537366642717288,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,3.239,5.002,2.913,48566503.0,10.71,-0.97,66.03,Critical
BANK_023,SCN_0001,large,diversified,74952765865.0,50682614414.0,13.057629299976778,139.0410730627978,0.3992890837523812,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.956,3.6,2.071,831081081.0,10.7,-0.74,124.29,Healthy
BANK_024,SCN_0001,large,diversified,68440445164.0,40505199273.0,11.659895493034806,118.07642126153335,1.7512075429397211,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.866,2.811,1.559,396944749.0,10.15,1.14,112.01,Stressed
BANK_025,SCN_0001,medium,diversified,14806292856.0,9863270039.0,14.429335629782612,112.5656660682861,0.9427477513660548,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,3.137,4.56,2.616,200121432.0,12.32,-0.33,94.66,Stressed
BANK_026,SCN_0001,small,concentrated,4502781271.0,2824404508.0,14.214584348097912,121.20771856848836,0.7789391532662142,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.591,2.619,1.42,26946168.0,12.61,0.23,117.03,Healthy
BANK_027,SCN_0001,medium,diversified,24312010257.0,17476065674.0,15.479963370615751,117.35542686937656,0.8023176484556522,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.924,3.513,2.046,266583204.0,13.42,-0.43,106.85,Healthy
BANK_028,SCN_0001,small,concentrated,5394979671.0,2978675525.0,16.310588763246432,97.44438470216572,1.148077395284042,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,3.15,4.39,2.548,55726512.0,13.92,0.15,76.99,Critical
BANK_029,SCN_0001,small,diversified,3656172358.0,2072964250.0,14.69983080349716,100.359611603394,0.7230803457762355,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.96,3.812,2.082,32069279.0,12.71,-0.15,81.18,Stressed
BANK_030,SCN_0001,medium,diversified,25745739987.0,15377396802.0,12.72358901116888,70.0,0.6184028549558498,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,3.055,3.994,2.288,247637198.0,10.93,-0.33,40.72,Critical
BANK_031,SCN_0001,medium,diversified,20566647581.0,11889639123.0,15.58351396443804,148.7260351312658,1.511765362850289,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,3.018,4.644,2.626,228446459.0,13.42,0.4,141.22,Healthy
BANK_032,SCN_0001,large,concentrated,46596723176.0,26905562604.0,12.859743031972137,126.71682513866048,0.2,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.632,2.81,1.493,266129984.0,10.98,-0.53,110.2,Healthy
BANK_033,SCN_0001,small,diversified,1394440729.0,878064100.0,14.610265559441604,100.00575542661238,0.8833649469514913,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.934,4.082,2.273,16270079.0,12.65,-0.33,79.22,Critical
BANK_034,SCN_0001,small,diversified,4328062608.0,2821672673.0,12.18728351452741,111.71053868328283,1.553564151093497,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.845,3.573,2.038,41508451.0,10.62,0.57,98.25,Stressed
BANK_035,SCN_0001,medium,concentrated,28161317510.0,18684281893.0,15.381958094621424,143.75268785442242,1.381110019300947,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.796,3.248,1.776,245244756.0,13.45,0.51,125.96,Healthy
BANK_036,SCN_0001,small,concentrated,5925376930.0,3661944838.0,14.240109452428731,122.36695826776408,1.4778907272780932,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.748,3.339,1.831,45004020.0,12.49,0.82,99.34,Stressed
BANK_037,SCN_0001,small,concentrated,8317447991.0,5728471986.0,13.001939837845716,108.07822200687669,1.3034022506892615,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,2.885,4.286,2.192,94132278.0,11.3,0.18,85.26,Stressed
BANK_038,SCN_0001,medium,concentrated,26629062776.0,19136899830.0,12.150335991087868,115.28341275650294,1.2263297013939114,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,3.153,4.327,2.642,384924719.0,10.37,-0.21,106.77,Stressed
BANK_039,SCN_0001,small,diversified,9294356121.0,5377344018.0,13.831304096288818,139.25315144973683,1.4090581053728517,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,3.023,4.016,2.111,82901610.0,11.9,0.55,113.64,Healthy
BANK_040,SCN_0001,medium,concentrated,31916136188.0,19685748010.0,14.159177276011087,128.34943917484028,0.7718044063371851,-7.74,6.76,-0.23,332.0,11.06,26.75,adverse,3.062,4.389,2.77,413798763.0,12.15,-0.45,113.06,Healthy
BANK_001,SCN_0002,medium,concentrated,32427758012.0,22425587704.0,13.79295551718901,131.72444662718556,1.584490631917142,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.472,4.504,2.838,503762789.0,11.52,0.01,109.17,Healthy
BANK_002,SCN_0002,medium,diversified,22127519267.0,13812925912.0,14.697693196151016,118.03029030981152,1.1306806751823386,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.854,5.145,3.152,324701691.0,11.97,-0.4,99.52,Stressed
BANK_003,SCN_0002,large,diversified,49861173736.0,28166601290.0,16.383202004377647,115.21288745053953,0.8906010029512541,-9.76,9.41,5.06,460.1,18.19,40.96,severe,4.036,6.103,3.726,841587199.0,13.18,-0.88,77.34,Critical
BANK_004,SCN_0002,medium,diversified,27001020572.0,17118064881.0,15.418764415417758,123.14097134890687,1.2365460651845248,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.646,3.925,2.523,326267373.0,12.73,0.09,110.56,Healthy
BANK_005,SCN_0002,small,diversified,2782358312.0,1848267249.0,13.810658251899817,151.5818251282087,1.3639966454293753,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.839,5.018,3.185,46027762.0,11.25,-0.37,136.26,Healthy
BANK_006,SCN_0002,large,concentrated,99469276659.0,60050391987.0,9.80969021814416,119.02563196139764,0.9627078918828516,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.258,2.78,1.585,752748681.0,8.31,0.25,107.08,Stressed
BANK_007,SCN_0002,medium,concentrated,18384768014.0,12624841695.0,14.068089006462612,144.11707241776466,1.0083664649025563,-9.76,9.41,5.06,460.1,18.19,40.96,severe,4.0,4.917,3.026,313859426.0,11.34,-0.71,132.86,Healthy
BANK_008,SCN_0002,medium,concentrated,11790860111.0,7548872160.0,11.025187544934033,115.2365251205067,1.193445003996418,-9.76,9.41,5.06,460.1,18.19,40.96,severe,4.189,6.411,4.503,263344160.0,8.78,-1.05,89.52,Stressed
BANK_009,SCN_0002,small,concentrated,4116788569.0,2677948111.0,13.974690967841736,121.04933596712488,1.183131525678578,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.786,5.068,2.854,60283070.0,11.43,-0.31,83.05,Stressed
BANK_010,SCN_0002,medium,concentrated,22889624802.0,14590256297.0,13.61978246854657,106.05152353399448,1.6958335738379413,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.495,3.561,2.47,291917003.0,11.35,0.45,86.34,Stressed
BANK_011,SCN_0002,small,diversified,6574907650.0,4578254433.0,13.62966043181864,128.2778057074539,1.946483872660483,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.615,3.375,2.073,72816656.0,11.27,0.79,101.29,Healthy
BANK_012,SCN_0002,large,diversified,73180096007.0,41738612439.0,13.520566900009186,146.5792118087398,1.6427175930266107,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.631,4.85,2.948,1024112175.0,11.17,0.18,114.83,Healthy
BANK_013,SCN_0002,medium,concentrated,30350609520.0,21081251885.0,10.832066284602924,73.3276776030339,1.0286942239379293,-9.76,9.41,5.06,460.1,18.19,40.96,severe,4.173,6.592,4.622,783189307.0,7.74,-1.6,62.74,Critical
BANK_014,SCN_0002,large,concentrated,81459034287.0,55494653633.0,12.410998716944285,109.3219952325289,0.872099035484124,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.746,4.208,2.797,1296859201.0,10.18,-0.69,92.97,Stressed
BANK_015,SCN_0002,medium,diversified,29038933937.0,19113119032.0,9.768629815215675,97.65231774020783,1.1165298860242667,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.938,5.468,3.438,548762602.0,7.91,-0.8,88.91,Critical
BANK_016,SCN_0002,small,diversified,9849974036.0,5795239982.0,14.698053425364172,141.7057400889182,1.446612562894892,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.921,5.321,3.402,159884416.0,11.91,-0.17,113.55,Healthy
BANK_017,SCN_0002,medium,diversified,29305164920.0,16979677933.0,16.432086505723184,100.59700960697177,0.944921737714176,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.91,6.039,3.481,528884057.0,13.33,-0.83,82.93,Stressed
BANK_018,SCN_0002,small,diversified,4676114439.0,2928191065.0,11.684635124502408,134.13699281798102,1.5650663881541935,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.659,4.677,2.888,66727464.0,9.63,0.1,113.56,Stressed
BANK_019,SCN_0002,large,concentrated,109354661490.0,74434075495.0,14.154217808110332,71.80156068400251,0.8374609358938669,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.576,4.037,2.419,1539178470.0,11.74,-0.55,32.1,Critical
BANK_020,SCN_0002,medium,concentrated,17177996084.0,9781111325.0,14.306578855085167,86.28805365230383,1.5152137759713005,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.717,4.387,2.602,202821743.0,11.75,0.34,66.75,Critical
BANK_021,SCN_0002,medium,concentrated,27145803411.0,18221726228.0,13.158137086159938,97.73223916156304,1.531824456990591,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.585,4.389,2.677,424675406.0,10.9,0.01,71.49,Critical
BANK_022,SCN_0002,small,concentrated,2963573920.0,2036755809.0,13.353142014566782,85.88695567968966,0.6537366642717288,-9.76,9.41,5.06,460.1,18.19,40.96,severe,4.174,6.446,4.177,71949308.0,8.7,-1.81,76.82,Critical
BANK_023,SCN_0002,large,diversified,74952765865.0,50682614414.0,13.057629299976778,139.0410730627978,0.3992890837523812,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.798,4.624,2.946,1141058468.0,9.36,-1.06,101.04,Stressed
BANK_024,SCN_0002,large,diversified,68440445164.0,40505199273.0,11.659895493034806,118.07642126153335,1.7512075429397211,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.669,3.6,2.206,678199165.0,9.61,0.77,101.74,Stressed
BANK_025,SCN_0002,medium,diversified,14806292856.0,9863270039.0,14.429335629782612,112.5656660682861,0.9427477513660548,-9.76,9.41,5.06,460.1,18.19,40.96,severe,4.04,5.873,3.73,319740739.0,11.11,-1.21,92.86,Stressed
BANK_026,SCN_0002,small,concentrated,4502781271.0,2824404508.0,14.214584348097912,121.20771856848836,0.7789391532662142,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.306,3.342,1.999,47230477.0,12.0,-0.21,112.55,Healthy
BANK_027,SCN_0002,medium,diversified,24312010257.0,17476065674.0,15.479963370615751,117.35542686937656,0.8023176484556522,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.758,4.516,2.915,437747913.0,12.35,-0.96,98.74,Stressed
BANK_028,SCN_0002,small,concentrated,5394979671.0,2978675525.0,16.310588763246432,97.44438470216572,1.148077395284042,-9.76,9.41,5.06,460.1,18.19,40.96,severe,4.05,5.644,3.617,90613428.0,13.11,-0.55,74.65,Critical
BANK_029,SCN_0002,small,diversified,3656172358.0,2072964250.0,14.69983080349716,100.359611603394,0.7230803457762355,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.805,4.902,2.955,46085843.0,12.01,-0.5,88.07,Stressed
BANK_030,SCN_0002,medium,diversified,25745739987.0,15377396802.0,12.72358901116888,70.0,0.6184028549558498,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.925,5.131,3.251,396150320.0,9.7,-0.93,36.0,Critical
BANK_031,SCN_0002,medium,diversified,20566647581.0,11889639123.0,15.58351396443804,148.7260351312658,1.511765362850289,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.878,5.967,3.73,411451190.0,12.67,-0.42,132.37,Healthy
BANK_032,SCN_0002,large,concentrated,46596723176.0,26905562604.0,12.859743031972137,126.71682513866048,0.2,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.364,3.591,2.107,475753203.0,9.46,-0.76,105.5,Stressed
BANK_033,SCN_0002,small,diversified,1394440729.0,878064100.0,14.610265559441604,100.00575542661238,0.8833649469514913,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.773,5.248,3.235,21666565.0,11.96,-0.61,78.32,Critical
BANK_034,SCN_0002,small,diversified,4328062608.0,2821672673.0,12.18728351452741,111.71053868328283,1.553564151093497,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.645,4.578,2.886,59331051.0,10.06,0.21,96.16,Stressed
BANK_035,SCN_0002,medium,concentrated,28161317510.0,18684281893.0,15.381958094621424,143.75268785442242,1.381110019300947,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.576,4.154,2.502,386086987.0,12.75,0.02,107.99,Healthy
BANK_036,SCN_0002,small,concentrated,5925376930.0,3661944838.0,14.240109452428731,122.36695826776408,1.4778907272780932,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.505,4.259,2.571,75785981.0,11.86,0.18,87.44,Stressed
BANK_037,SCN_0002,small,concentrated,8317447991.0,5728471986.0,13.001939837845716,108.07822200687669,1.3034022506892615,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.682,5.471,3.061,146687661.0,10.7,-0.47,92.97,Stressed
BANK_038,SCN_0002,medium,concentrated,26629062776.0,19136899830.0,12.150335991087868,115.28341275650294,1.2263297013939114,-9.76,9.41,5.06,460.1,18.19,40.96,severe,4.075,5.593,3.804,524686792.0,9.75,-0.77,88.42,Stressed
BANK_039,SCN_0002,small,diversified,9294356121.0,5377344018.0,13.831304096288818,139.25315144973683,1.4090581053728517,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.875,5.148,2.978,133750553.0,11.24,0.03,117.07,Healthy
BANK_040,SCN_0002,medium,concentrated,31916136188.0,19685748010.0,14.159177276011087,128.34943917484028,0.7718044063371851,-9.76,9.41,5.06,460.1,18.19,40.96,severe,3.962,5.678,4.01,678728285.0,10.3,-1.44,93.09,Stressed
BANK_001,SCN_0003,medium,concentrated,32427758012.0,22425587704.0,13.79295551718901,131.72444662718556,1.584490631917142,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.511,1.96,0.924,93230601.0,13.25,1.32,125.31,Healthy
BANK_002,SCN_0003,medium,diversified,22127519267.0,13812925912.0,14.697693196151016,118.03029030981152,1.1306806751823386,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.588,2.12,0.961,58279936.0,14.04,0.79,109.98,Healthy
BANK_003,SCN_0003,large,diversified,49861173736.0,28166601290.0,16.383202004377647,115.21288745053953,0.8906010029512541,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.626,2.458,1.109,135274625.0,15.6,0.64,108.71,Healthy
BANK_004,SCN_0003,medium,diversified,27001020572.0,17118064881.0,15.418764415417758,123.14097134890687,1.2365460651845248,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.541,1.659,0.784,47910670.0,14.78,1.06,116.77,Healthy
BANK_005,SCN_0003,small,diversified,2782358312.0,1848267249.0,13.810658251899817,151.5818251282087,1.3639966454293753,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.587,2.074,0.972,7445893.0,13.19,1.06,147.1,Healthy
BANK_006,SCN_0003,large,concentrated,99469276659.0,60050391987.0,9.80969021814416,119.02563196139764,0.9627078918828516,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.46,1.246,0.537,84932152.0,9.46,0.79,109.27,Stressed
BANK_007,SCN_0003,medium,concentrated,18384768014.0,12624841695.0,14.068089006462612,144.11707241776466,1.0083664649025563,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.615,1.985,0.903,46106881.0,13.41,0.8,136.65,Healthy
BANK_008,SCN_0003,medium,concentrated,11790860111.0,7548872160.0,11.025187544934033,115.2365251205067,1.193445003996418,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.672,2.559,1.291,50194251.0,10.46,0.79,110.25,Stressed
BANK_009,SCN_0003,small,concentrated,4116788569.0,2677948111.0,13.974690967841736,121.04933596712488,1.183131525678578,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.548,2.073,0.877,9126765.0,13.39,0.9,113.48,Healthy
BANK_010,SCN_0003,medium,concentrated,22889624802.0,14590256297.0,13.61978246854657,106.05152353399448,1.6958335738379413,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.512,1.54,0.779,38807039.0,13.08,1.51,97.94,Stressed
BANK_011,SCN_0003,small,diversified,6574907650.0,4578254433.0,13.62966043181864,128.2778057074539,1.946483872660483,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.535,1.433,0.655,6586392.0,13.07,1.84,127.18,Healthy
BANK_012,SCN_0003,large,diversified,73180096007.0,41738612439.0,13.520566900009186,146.5792118087398,1.6427175930266107,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.539,2.055,0.926,158871476.0,12.96,1.48,147.11,Healthy
BANK_013,SCN_0003,medium,concentrated,30350609520.0,21081251885.0,10.832066284602924,73.3276776030339,1.0286942239379293,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.674,2.644,1.339,140730869.0,10.28,0.62,70.07,Critical
BANK_014,SCN_0003,large,concentrated,81459034287.0,55494653633.0,12.410998716944285,109.3219952325289,0.872099035484124,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.556,1.748,0.846,170982919.0,11.88,0.58,101.89,Healthy
BANK_015,SCN_0003,medium,diversified,29038933937.0,19113119032.0,9.768629815215675,97.65231774020783,1.1165298860242667,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.61,2.236,1.04,79565740.0,9.31,0.86,85.03,Stressed
BANK_016,SCN_0003,small,diversified,9849974036.0,5795239982.0,14.698053425364172,141.7057400889182,1.446612562894892,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.605,2.177,1.021,26407816.0,14.02,1.22,135.56,Healthy
BANK_017,SCN_0003,medium,diversified,29305164920.0,16979677933.0,16.432086505723184,100.59700960697177,0.944921737714176,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.594,2.463,1.064,93565821.0,15.69,0.65,100.91,Healthy
BANK_018,SCN_0003,small,diversified,4676114439.0,2928191065.0,11.684635124502408,134.13699281798102,1.5650663881541935,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.544,1.973,0.9,10988157.0,11.2,1.33,128.42,Healthy
BANK_019,SCN_0003,large,concentrated,109354661490.0,74434075495.0,14.154217808110332,71.80156068400251,0.8374609358938669,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.526,1.722,0.769,215643276.0,13.58,0.64,66.69,Critical
BANK_020,SCN_0003,medium,concentrated,17177996084.0,9781111325.0,14.306578855085167,86.28805365230383,1.5152137759713005,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.546,1.825,0.809,27895191.0,13.71,1.3,83.32,Stressed
BANK_021,SCN_0003,medium,concentrated,27145803411.0,18221726228.0,13.158137086159938,97.73223916156304,1.531824456990591,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.53,1.873,0.852,68517320.0,12.62,1.17,90.19,Stressed
BANK_022,SCN_0003,small,concentrated,2963573920.0,2036755809.0,13.353142014566782,85.88695567968966,0.6537366642717288,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.662,2.566,1.209,12563382.0,12.68,0.21,84.53,Stressed
BANK_023,SCN_0003,large,diversified,74952765865.0,50682614414.0,13.057629299976778,139.0410730627978,0.3992890837523812,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.578,1.921,0.901,167679036.0,12.48,0.24,133.93,Healthy
BANK_024,SCN_0003,large,diversified,68440445164.0,40505199273.0,11.659895493034806,118.07642126153335,1.7512075429397211,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.555,1.526,0.696,68207985.0,11.16,1.69,112.18,Healthy
BANK_025,SCN_0003,medium,diversified,14806292856.0,9863270039.0,14.429335629782612,112.5656660682861,0.9427477513660548,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.631,2.371,1.109,46974913.0,13.74,0.63,112.44,Healthy
BANK_026,SCN_0003,small,concentrated,4502781271.0,2824404508.0,14.214584348097912,121.20771856848836,0.7789391532662142,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.473,1.489,0.668,7588057.0,13.7,0.56,112.31,Healthy
BANK_027,SCN_0003,medium,diversified,24312010257.0,17476065674.0,15.479963370615751,117.35542686937656,0.8023176484556522,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.567,1.883,0.896,69328774.0,14.81,0.53,109.02,Healthy
BANK_028,SCN_0003,small,concentrated,5394979671.0,2978675525.0,16.310588763246432,97.44438470216572,1.148077395284042,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.638,2.283,1.089,12934538.0,15.52,0.93,97.01,Stressed
BANK_029,SCN_0003,small,diversified,3656172358.0,2072964250.0,14.69983080349716,100.359611603394,0.7230803457762355,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.574,2.027,0.907,8750010.0,14.05,0.44,95.2,Stressed
BANK_030,SCN_0003,medium,diversified,25745739987.0,15377396802.0,12.72358901116888,70.0,0.6184028549558498,-2.9,2.7,-0.53,71.3,1.72,8.94,mild,1.608,2.102,0.981,62362221.0,12.13,0.43,67.35,Critical
